Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc,Avg Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Avg Max Air Temp (F),qc,Avg Min Air Temp (F),qc,Avg Air Temp (F),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (F),qc,Avg Wind Speed (mph),qc,Avg Soil Temp (F),qc
226,Woodland,Sacramento Valley,Aug 2022,7.32,K,0.01,K,599,K,14.8,K,96.0,K,58.7, ,76.9,K,84,K,23,K,47,K,55.0,K,4.0,K,76.5,K
226,Woodland,Sacramento Valley,Sep 2022,5.45,K,1.53, ,469, ,14.8,K,92.1,K,59.5,K,74.6,K,81, ,29, ,53,L,54.4,L,3.9,K,73.1,K
226,Woodland,Sacramento Valley,Oct 2022,4.01, ,0.01, ,373, ,11.5,K,84.5,K,50.5, ,65.5, ,77, ,27, ,53,K,47.2,K,3.3, ,66.1, 
226,Woodland,Sacramento Valley,Nov 2022,2.12, ,1.20, ,246, ,7.7, ,64.4, ,37.6, ,49.9, ,78, ,42, ,62, ,36.9, ,4.2, ,52.1, 
226,Woodland,Sacramento Valley,Dec 2022,0.74, ,6.15, ,133, ,9.5,K,53.9,K,38.5, ,45.5, ,94, ,83, ,90,K,42.8,K,4.5, ,47.5, 
227,Plymouth,Sierra Foothill,Jan 2022,1.68, ,0.29, ,227, ,7.6, ,58.5, ,37.1, ,46.8, ,87, ,49, ,69, ,37.0, ,2.9, ,48.2, 
227,Plymouth,Sierra Foothill,Feb 2022,2.51, ,0.07, ,355,K,6.5, ,62.0,K,36.5, ,48.7,K,77, ,35, ,55,K,32.9,K,3.2, ,49.6, 
227,Plymouth,Sierra Foothill,Mar 2022,3.68, ,1.00, ,426,K,8.4, ,65.5,K,41.5,K,53.2,K,82, ,41, ,60,K,39.2,K,3.3, ,54.5, 
227,Plymouth,Sierra Foothill,Apr 2022,3.32,K,3.93,K,534,K,8.7,K,67.1,K,42.2,K,54.7,K,86,L,42,L,61,K,40.7,K,3.4,K,59.6,K
227,Plymouth,Sierra Foothill,May 2022,2.56,K,0.07,K,661,K,8.8,K,75.7, ,46.4,K,61.6,K,80,L,33,L,48,K,40.7,K,3.5,K,64.7,K
227,Plymouth,Sierra Foothill,Jun 2022,7.39, ,0.30, ,660,K,10.1,K,86.1, ,55.6, ,71.6, ,68, ,21, ,40,K,44.0,K,3.3, ,72.2, 
227,Plymouth,Sierra Foothill,Jul 2022,8.07, ,0.00, ,679,K,10.8,K,91.1, ,59.4,K,75.3, ,61, ,21, ,38,K,46.0,K,3.3,K,75.8, 
227,Plymouth,Sierra Foothill,Aug 2022,6.82,K,0.00,K,607,K,11.0,K,93.1,K,61.6,K,77.0,K,57,L,20,L,35,K,46.6,K,3.1,K,75.9,K
227,Plymouth,Sierra Foothill,Sep 2022,3.67,K,0.68,K,466,K,10.6,K,88.3,K,59.8,L,74.0,K,58,L,24,L,41,L,45.7,L,3.2,K,72.7,K
227,Plymouth,Sierra Foothill,Oct 2022,1.89,K,0.00,K,379,K,8.5,K,78.8, ,50.2, ,63.9,K,66,L,27,L,42, ,39.4, ,3.0,K,66.0,K
227,Plymouth,Sierra Foothill,Nov 2022,1.40,K,0.49,K,217,K,7.0,K,58.1,K,37.1, ,46.7,K,81,L,45,L,65, ,34.9, ,3.0,K,53.2,K
227,Plymouth,Sierra Foothill,Dec 2022,0.88, ,15.86, ,148, ,8.3,K,52.5, ,36.7,K,43.9, ,95, ,66, ,83,L,38.4,L,3.4,K,48.8, 
228,Diamond Springs,Sierra Foothill,Jan 2022,1.99, ,0.48, ,253,K,6.8, ,58.6, ,40.6, ,48.6, ,79, ,44, ,59, ,34.2, ,3.2, ,45.8, 
228,Diamond Springs,Sierra Foothill,Feb 2022,2.99, ,0.17,K,376,K,5.7,K,61.9, ,40.1,K,50.5, ,68, ,29, ,46,K,29.6,K,4.1, ,47.9, 
228,Diamond Springs,Sierra Foothill,Mar 2022,4.06, ,1.01, ,438,K,7.9,K,64.0, ,44.0,K,53.9,K,77, ,40, ,56,K,37.3,K,3.8, ,54.2, 
228,Diamond Springs,Sierra Foothill,Apr 2022,4.94, ,4.62, ,543,K,8.2, ,64.9,K,44.2,K,54.6,K,80, ,40, ,58,K,38.9,K,4.1, ,58.8,K
228,Diamond Springs,Sierra Foothill,May 2022,6.98, ,0.07, ,671,K,8.5,K,73.4,K,49.2,K,61.8,K,69, ,30, ,47,K,39.6,K,4.0,K,66.4,K
228,Diamond Springs,Sierra Foothill,Jun 2022,7.87, ,0.19, ,689,K,9.4,K,85.1, ,59.7,K,72.6,K,60, ,22, ,37,K,42.2,K,3.8,K,76.9,K
228,Diamond Springs,Sierra Foothill,Jul 2022,8.69, ,0.00, ,694,K,10.4,K,91.2, ,65.0,K,77.7,K,54, ,20, ,34,K,44.9,K,3.7, ,82.1,L
228,Diamond Springs,Sierra Foothill,Aug 2022,8.02, ,0.11,K,622,K,10.4,K,93.2, ,66.5, ,79.6, ,50, ,18, ,31,K,45.0,K,3.6,K,85.9,L
228,Diamond Springs,Sierra Foothill,Sep 2022,5.90,K,0.59,K,490,K,10.1,K,88.0,K,64.0,K,75.1,K,57,K,24,K,39,L,44.6,L,3.8,K,75.9,L
228,Diamond Springs,Sierra Foothill,Oct 2022,4.50, ,0.00, ,396,K,7.9, ,78.7, ,55.7, ,66.3, ,55, ,23, ,36, ,37.6, ,3.4, ,70.8,K
228,Diamond Springs,Sierra Foothill,Nov 2022,1.88, ,1.73,K,248,K,6.5, ,57.5,K,40.1,K,47.8,K,75, ,42, ,59,K,32.7,K,3.7,K,49.7,K
228,Diamond Springs,Sierra Foothill,Dec 2022,1.04, ,15.41,K,159, ,8.0,K,52.5,K,37.4,K,44.5, ,93, ,62, ,79,K,38.1,K,4.6,K,45.8, 
229,Laguna Seca,Monterey Bay,Jan 2022,1.75, ,0.09, ,198, ,8.9, ,66.5, ,37.1, ,49.0,K,94, ,45, ,75,K,41.2,K,2.6, ,53.1, 
229,Laguna Seca,Monterey Bay,Feb 2022,2.68,K,0.28,K,335,K,8.3,K,70.1,L,35.7, ,50.4, ,93, ,35, ,66,K,39.2,K,3.2, ,54.9, 
229,Laguna Seca,Monterey Bay,Mar 2022,3.43,K,1.00, ,383,K,10.7,K,69.2,K,40.9,K,53.4,K,95,K,53,K,76,K,45.8,K,3.3,K,59.0, 
229,Laguna Seca,Monterey Bay,Apr 2022,4.60,K,0.67, ,502,K,10.9, ,67.6,L,42.1,K,54.9,L,94,K,53,K,74,L,46.7,L,3.8,K,63.2,K
229,Laguna Seca,Monterey Bay,May 2022,5.89,K,0.05, ,622, ,12.6,K,71.6,L,46.9,K,58.8,L,96,K,50,K,74,L,50.0,L,4.2, ,67.8,K
229,Laguna Seca,Monterey Bay,Jun 2022,6.25,K,0.17, ,652, ,13.2,K,73.1,L,49.6,K,61.3,L,94,K,47,K,72,L,50.1,L,4.1, ,72.7,K
229,Laguna Seca,Monterey Bay,Jul 2022,5.49, ,0.14, ,572, ,13.9,K,69.3, ,52.3,K,59.7,K,94, ,61, ,79,K,53.2,K,3.9,K,74.7, 
229,Laguna Seca,Monterey Bay,Aug 2022,5.31,K,0.19, ,538, ,14.5, ,72.9,K,52.3, ,61.6,K,94,K,58,K,78,K,54.5,K,3.6,K,75.8,K
229,Laguna Seca,Monterey Bay,Sep 2022,4.06,K,0.66, ,428, ,14.3, ,74.7,L,52.7, ,62.8,L,92,K,52,K,76,L,53.9,L,2.8, ,74.4,K
229,Laguna Seca,Monterey Bay,Oct 2022,3.02,K,0.07, ,343,K,12.1, ,69.3,K,46.4,K,56.4, ,94, ,56, ,78, ,49.2, ,2.8,K,69.4,K
229,Laguna Seca,Monterey Bay,Nov 2022,2.03, ,0.30,K,247, ,7.8, ,64.5, ,34.9, ,47.0,K,92, ,40, ,71,K,37.7,K,2.6, ,58.1, 
229,Laguna Seca,Monterey Bay,Dec 2022,1.13, ,6.28, ,152, ,9.5,K,59.9, ,37.7,K,47.3,K,96, ,60, ,84,K,42.6,K,2.5,K,52.0,K
231,Lompoc,Central Coast Valleys,Jan 2022,,N,0.10, ,262, ,9.7, ,65.2, ,37.9, ,50.0, ,96, ,52, ,79, ,43.4, ,4.4,K,51.6, 
231,Lompoc,Central Coast Valleys,Feb 2022,,N,0.19, ,380, ,8.0,K,66.8,K,34.4, ,49.4, ,92, ,38, ,67,K,38.4,K,5.6,K,53.2, 
231,Lompoc,Central Coast Valleys,Mar 2022,,N,1.57, ,449, ,10.7, ,64.7,K,40.3, ,51.7, ,97, ,58, ,81, ,46.0, ,6.8,K,56.2, 
231,Lompoc,Central Coast Valleys,Apr 2022,,N,0.35, ,568,K,11.3, ,66.2,K,43.9,K,54.8,K,95,K,57,K,79,L,47.8,L,7.7,K,60.6, 
231,Lompoc,Central Coast Valleys,May 2022,,N,0.00, ,650,K,11.8,K,65.5,K,45.4,K,55.0, ,95, ,60, ,80,K,48.7,K,8.1,K,64.1, 
231,Lompoc,Central Coast Valleys,Jun 2022,,N,0.29, ,674, ,13.9,K,68.1,L,48.1,K,58.3,K,97,K,66,K,83,K,53.2,K,6.9,K,68.1, 
231,Lompoc,Central Coast Valleys,Jul 2022,,N,0.08,K,573, ,15.4,K,68.1,K,54.6, ,59.7, ,98, ,71, ,88,K,56.2,K,6.8,K,69.5, 
231,Lompoc,Central Coast Valleys,Aug 2022,,N,0.18, ,553,K,16.6,K,69.7, ,54.7,K,61.0, ,100, ,72, ,91,K,58.2,K,6.5,K,71.5, 
231,Lompoc,Central Coast Valleys,Sep 2022,,N,1.83, ,447, ,17.5,K,74.5,K,55.4,K,64.2,K,98,K,66,K,85,L,58.9,L,5.6,K,70.4, 
231,Lompoc,Central Coast Valleys,Oct 2022,,N,0.08, ,325, ,14.9, ,68.4, ,49.5, ,58.1,K,99, ,70, ,90,K,54.9,K,4.9, ,64.6, 
231,Lompoc,Central Coast Valleys,Nov 2022,,N,0.76,K,288, ,9.7,K,65.9,K,35.8, ,49.3,K,98, ,50, ,80,K,43.2,K,4.5,K,53.5,K
231,Lompoc,Central Coast Valleys,Dec 2022,,N,4.02,K,198, ,11.4,K,62.0,K,41.0,K,50.3, ,99, ,68, ,90,K,47.5,K,3.9,K,51.9,K
232,Santa Maria II,Central Coast Valleys,Jan 2022,,N,0.22, ,272, ,9.4, ,69.4, ,41.2, ,53.3, ,92, ,40, ,68, ,42.5, ,2.7, ,53.9, 
232,Santa Maria II,Central Coast Valleys,Feb 2022,,N,0.12, ,396,K,7.8,K,72.3,K,38.6,K,53.7,K,85, ,30, ,57,K,37.7,K,3.3, ,54.5, 
232,Santa Maria II,Central Coast Valleys,Mar 2022,,N,1.12,K,467,K,10.5, ,70.7,K,42.9, ,54.6,K,94, ,46, ,73,K,45.5,K,3.8, ,58.8, 
232,Santa Maria II,Central Coast Valleys,Apr 2022,,N,0.50, ,576,K,11.1,K,72.1,K,46.1,K,55.7,L,94,K,45,K,74,L,47.4,L,4.4, ,62.7,K
232,Santa Maria II,Central Coast Valleys,May 2022,,N,0.02,K,654, ,11.5,K,70.7,K,46.2,K,57.1,K,95,K,49,K,73,L,48.4,L,4.8,K,66.1, 
232,Santa Maria II,Central Coast Valleys,Jun 2022,,N,0.03, ,678, ,13.9,K,76.0,K,51.0, ,61.4,K,97, ,50, ,75,K,53.2,K,4.2, ,70.8, 
232,Santa Maria II,Central Coast Valleys,Jul 2022,,N,0.00, ,600, ,15.3,K,75.0,K,54.7, ,62.1,K,97, ,56, ,80,K,55.9,K,3.7, ,73.5, 
232,Santa Maria II,Central Coast Valleys,Aug 2022,,N,0.02, ,586,K,16.1,K,77.0,K,55.6, ,63.2,K,99, ,57, ,81,K,57.4,K,3.4, ,74.5,K
232,Santa Maria II,Central Coast Valleys,Sep 2022,,N,2.19, ,471, ,17.2,K,81.4,K,57.6,K,66.5,K,97,K,52,K,80,L,58.6,L,2.9,K,73.5,K
232,Santa Maria II,Central Coast Valleys,Oct 2022,,N,0.05, ,351,K,14.4, ,74.1,K,51.4, ,59.7, ,98, ,57, ,83, ,54.0, ,2.8,K,67.2, 
232,Santa Maria II,Central Coast Valleys,Nov 2022,,N,0.85, ,309,K,9.0,K,70.0, ,40.5,K,52.8, ,91, ,37, ,66,K,41.1,K,2.8,K,56.9,K
232,Santa Maria II,Central Coast Valleys,Dec 2022,,N,5.20, ,207, ,11.6,K,64.3,K,43.3,K,52.4, ,99, ,61, ,84,L,47.2,L,2.6,K,53.9,K
233,Joshua Tree,San Bernardino,Jan 2022,,N,0.00, ,313,K,3.3, ,63.7, ,32.1, ,47.3,K,50, ,14, ,29,K,15.6,K,3.0,K,42.1,K
233,Joshua Tree,San Bernardino,Feb 2022,,N,0.03,K,422,K,2.6, ,65.4, ,33.2,K,49.7, ,39, ,11, ,21, ,10.0, ,4.5,K,42.1,K
233,Joshua Tree,San Bernardino,Mar 2022,,N,0.02, ,549,K,3.9, ,75.0, ,42.3,K,59.6, ,43, ,11, ,23, ,19.5, ,5.2,K,46.7, 
233,Joshua Tree,San Bernardino,Apr 2022,,N,0.00, ,675,K,4.2, ,83.2, ,47.4,K,66.8, ,40, ,9, ,19, ,21.4, ,5.1,K,53.7, 
233,Joshua Tree,San Bernardino,May 2022,,N,0.00, ,750,K,5.2, ,90.8, ,55.8,K,74.9, ,35, ,8, ,18, ,26.9, ,5.1,K,59.2, 
233,Joshua Tree,San Bernardino,Jun 2022,,N,0.00, ,750,K,7.3,K,100.2, ,65.9, ,85.3, ,35, ,9, ,17,K,34.6,K,5.4,K,66.1,K
233,Joshua Tree,San Bernardino,Jul 2022,,N,0.27, ,668,K,11.0, ,103.9, ,73.4,K,89.8, ,40, ,14, ,23, ,45.1, ,4.8, ,70.6,K
233,Joshua Tree,San Bernardino,Aug 2022,,N,1.92, ,539, ,17.5,K,104.2,K,74.8,K,89.7, ,64, ,22, ,37,K,59.1,K,4.1, ,,M
233,Joshua Tree,San Bernardino,Sep 2022,,N,0.92, ,494,K,13.7,K,97.9,L,67.6,K,83.6,K,62,K,19,K,35,K,51.5,K,3.8, ,63.2,L
233,Joshua Tree,San Bernardino,Oct 2022,,N,0.03, ,427,K,10.1,K,92.1,K,55.9,K,72.3, ,59, ,19, ,33,L,40.3,L,3.5,K,54.8,L
233,Joshua Tree,San Bernardino,Nov 2022,,N,0.12, ,338,K,4.0,K,65.7,K,34.8, ,50.1, ,53, ,17, ,31,K,19.4,K,3.9,K,47.8,L
233,Joshua Tree,San Bernardino,Dec 2022,,N,0.12,K,252, ,5.5, ,62.5,K,31.9, ,46.4, ,78, ,29, ,51, ,28.4, ,2.9,K,37.0,L
235,Verona,Sacramento Valley,Jan 2022,1.76, ,0.16, ,233,K,8.5, ,61.2, ,33.4, ,45.8, ,97, ,56, ,81, ,40.1, ,3.7, ,48.0, 
235,Verona,Sacramento Valley,Feb 2022,2.80, ,0.01, ,363,K,7.4,K,67.2,K,32.9,K,48.6,K,89, ,35, ,62,K,35.9,K,4.5,K,49.6, 
235,Verona,Sacramento Valley,Mar 2022,4.27, ,0.76, ,442,K,9.2,K,71.7,K,40.0,K,55.6,K,88, ,37, ,61,K,41.6,K,5.1,K,53.2, 
235,Verona,Sacramento Valley,Apr 2022,5.70, ,0.53, ,562,K,9.0,K,74.9,K,42.1,K,58.5,K,85, ,31, ,54,K,41.4,K,5.6,K,57.4,K
235,Verona,Sacramento Valley,May 2022,8.13,K,0.04,K,670,K,9.8,K,84.2,K,48.4,K,66.5,K,81,K,22,K,45,L,44.2,L,6.5,K,63.7,L
235,Verona,Sacramento Valley,Jun 2022,8.67, ,0.22, ,693,K,12.4,K,92.5, ,56.8,K,74.6, ,77, ,21, ,43,K,49.7,K,6.2, ,74.4, 
235,Verona,Sacramento Valley,Jul 2022,8.64, ,0.00, ,688,K,14.1,K,94.6, ,58.2,K,75.0,K,79, ,25, ,48,K,53.6,K,6.7,K,78.6,K
235,Verona,Sacramento Valley,Aug 2022,7.46, ,0.00, ,609,K,14.7,K,96.5,K,57.9,K,76.1,K,83, ,24, ,48,K,54.9,K,5.3,K,80.1,K
235,Verona,Sacramento Valley,Sep 2022,5.45,K,0.62, ,446, ,14.1, ,92.9,K,57.9,K,73.2,L,83,K,27,K,55,L,53.3,L,4.9,K,77.1,K
235,Verona,Sacramento Valley,Oct 2022,4.03, ,0.00, ,377, ,11.3, ,84.3, ,46.0, ,63.2, ,89, ,28, ,56, ,47.0, ,4.0,K,67.0, 
235,Verona,Sacramento Valley,Nov 2022,2.03, ,1.19, ,250, ,7.6, ,63.0,K,34.1, ,46.8,K,92, ,42, ,69,K,37.0,K,4.5,K,50.8,K
235,Verona,Sacramento Valley,Dec 2022,0.80,K,6.84, ,135, ,8.7,K,52.7,K,36.4, ,44.0,K,95, ,71, ,87,K,40.5,K,5.1,K,46.6, 
236,Macdoel II,Northeast Plateau,Jan 2022,1.28,K,0.37, ,206,K,4.0,K,54.6,L,15.4,L,31.0,L,92,L,34,L,68,L,21.4,L,3.9,K,33.5,K
236,Macdoel II,Northeast Plateau,Feb 2022,2.05,K,0.06,K,304, ,3.7, ,54.6,K,13.2,K,31.3,K,90, ,30, ,61,L,19.9,L,4.0, ,33.4, 
236,Macdoel II,Northeast Plateau,Mar 2022,3.59,K,0.23,K,378, ,4.9,K,57.3,K,22.1,K,39.7,K,91, ,32, ,59,K,25.8,K,5.7,K,42.3,K
236,Macdoel II,Northeast Plateau,Apr 2022,4.30,K,0.86,L,505,L,5.0,L,54.8,L,21.7,L,39.1,L,90,L,37,L,61,L,26.5,L,6.2,L,46.0,L
236,Macdoel II,Northeast Plateau,May 2022,5.65,K,0.43,K,579,K,6.4,K,62.8,K,26.2,K,46.0,K,90, ,36, ,59,L,33.4,L,6.0,K,52.8,L
236,Macdoel II,Northeast Plateau,Jun 2022,7.12, ,2.49,K,663,K,8.6, ,75.3, ,35.0,K,56.7, ,90, ,32, ,56, ,40.4, ,5.3, ,60.9,K
236,Macdoel II,Northeast Plateau,Jul 2022,8.04,K,0.17, ,640, ,10.1, ,89.4,K,42.9,K,67.7,K,84, ,21, ,45,K,44.6,K,4.1, ,69.6,K
236,Macdoel II,Northeast Plateau,Aug 2022,7.19,K,0.30,L,582,L,10.3,L,95.4,L,41.8,L,68.7,L,88,L,20,L,42,L,44.2,L,4.2,L,72.7,L
236,Macdoel II,Northeast Plateau,Sep 2022,4.49,K,1.84,L,401,L,8.9,L,84.6,L,31.3,L,54.5,L,96,L,30,L,63,L,41.2,L,3.6,L,62.7,L
236,Macdoel II,Northeast Plateau,Oct 2022,3.38,K,0.10,K,366,K,6.4,L,78.1,L,24.0,K,47.2,K,93,K,27,K,58,L,32.7,L,3.2,K,52.8,K
236,Macdoel II,Northeast Plateau,Nov 2022,1.17,K,1.00,K,205, ,4.4, ,46.5,K,15.6, ,29.4,K,94, ,50, ,78,K,23.3,K,3.3, ,37.9, 
236,Macdoel II,Northeast Plateau,Dec 2022,0.63,K,3.00,K,130, ,4.4,K,39.3,K,13.7,K,26.3,L,95,K,69,K,89,L,25.4,L,4.0,K,33.4,K
237,Temecula East III,South Coast Valleys,Jan 2022,3.12,K,0.22, ,296,K,6.2, ,68.2, ,44.0,K,55.4, ,63, ,25, ,42, ,30.6, ,4.7,K,54.8, 
237,Temecula East III,South Coast Valleys,Feb 2022,3.85,K,0.74,K,409,K,5.0, ,69.7, ,41.1,K,55.1, ,58, ,22, ,38, ,24.9, ,5.5,K,53.8, 
237,Temecula East III,South Coast Valleys,Mar 2022,5.20, ,0.99,K,514,K,7.8,K,73.1, ,45.0,K,58.2, ,75, ,27, ,49,K,36.6,K,5.6,K,56.3, 
237,Temecula East III,South Coast Valleys,Apr 2022,6.11,K,0.20, ,597,K,9.6,K,76.2,K,49.0,K,61.5,K,82, ,31, ,54,K,42.0,K,5.7,K,61.3, 
237,Temecula East III,South Coast Valleys,May 2022,6.91, ,0.07,K,644,K,11.2,K,78.4, ,50.8,K,62.9,K,84, ,36, ,59,K,46.5,K,5.5,K,62.4, 
237,Temecula East III,South Coast Valleys,Jun 2022,8.44, ,0.00, ,705,K,12.3,K,89.9, ,59.1,K,72.9, ,74, ,26, ,48,L,49.8,L,5.4,K,66.1, 
237,Temecula East III,South Coast Valleys,Jul 2022,8.33,K,0.00, ,672, ,14.3, ,90.9, ,61.3, ,74.1, ,80, ,28, ,50, ,53.9, ,4.8,K,69.0, 
237,Temecula East III,South Coast Valleys,Aug 2022,8.36, ,0.06, ,615, ,14.6, ,94.6,K,66.3,K,78.6, ,67, ,27, ,45, ,54.2, ,4.9, ,70.6, 
237,Temecula East III,South Coast Valleys,Sep 2022,6.11, ,0.51, ,494,K,15.9,K,91.5,K,65.6,K,76.6, ,75, ,31, ,53,K,56.5,K,4.9,K,71.5, 
237,Temecula East III,South Coast Valleys,Oct 2022,4.29, ,0.25, ,403,K,13.4, ,80.6,K,55.9, ,66.3, ,85, ,36, ,61, ,50.8, ,4.5,K,67.7, 
237,Temecula East III,South Coast Valleys,Nov 2022,3.04, ,1.86, ,339,K,6.6, ,68.5,K,43.2, ,55.0, ,66, ,27, ,46, ,31.4, ,5.0,K,58.6, 
237,Temecula East III,South Coast Valleys,Dec 2022,1.95, ,1.31, ,244,K,8.1,K,63.1,K,42.5, ,51.9,K,80, ,43, ,63,K,38.1,K,4.0, ,55.7, 
239,Hemet,South Coast Valleys,Jan 2022,,N,0.17,K,274, ,7.0,K,72.6,L,43.0,K,55.9,K,67, ,25, ,46,K,33.9,K,3.5,K,53.3, 
239,Hemet,South Coast Valleys,Feb 2022,,N,0.68,K,388,K,5.9, ,76.1,L,39.6, ,56.2,K,63,K,22,K,41,K,29.8,K,4.3,K,54.0, 
239,Hemet,South Coast Valleys,Mar 2022,,N,0.69, ,498,K,8.8,K,83.4,K,45.0,K,61.4,K,77, ,25, ,49,K,40.0,K,4.7,K,60.5,K
239,Hemet,South Coast Valleys,Apr 2022,,N,0.27, ,594,K,11.3,K,87.5,L,50.7,K,66.8,K,85,K,27,K,54,L,47.2,L,5.0,K,70.4,K
239,Hemet,South Coast Valleys,May 2022,,N,0.00, ,652,K,13.7,K,99.2,L,54.6, ,71.0,K,84,K,29,K,54,K,51.6,K,5.2,K,79.1, 
239,Hemet,South Coast Valleys,Jun 2022,,N,0.02, ,724,K,14.6,K,108.5,L,63.6,K,82.0,K,70,K,20,K,41,K,53.8,K,5.1, ,89.6,K
239,Hemet,South Coast Valleys,Jul 2022,,N,0.00, ,670,K,16.4,K,108.4,L,68.5,K,85.0,K,66,K,22,K,41,K,57.6,K,4.8, ,94.1, 
239,Hemet,South Coast Valleys,Aug 2022,,N,0.00,K,624,K,15.6,K,106.8,L,70.7,K,86.6,K,60,K,21,K,37,K,56.1,K,4.9,K,95.4,K
239,Hemet,South Coast Valleys,Sep 2022,,N,0.17,K,471,K,17.2,K,100.8,K,67.1,K,81.4,K,74, ,26, ,49,K,58.7,K,4.5,K,86.7,K
239,Hemet,South Coast Valleys,Oct 2022,,N,0.25,K,391, ,14.9,K,94.7,L,57.7,K,71.7,K,85,K,30,K,57,K,54.1,K,4.0,K,76.9, 
239,Hemet,South Coast Valleys,Nov 2022,,N,1.77,K,313, ,8.1,K,79.1,L,43.8, ,58.6, ,70, ,27, ,49,K,37.5,K,4.1,K,60.1, 
239,Hemet,South Coast Valleys,Dec 2022,,N,1.18,K,225, ,8.6,K,65.3,K,42.0, ,52.2,K,83, ,42, ,64,K,39.6,K,3.2, ,53.6, 
240,Perris - Menifee,South Coast Valleys,Jan 2022,2.63, ,0.01, ,268, ,7.0, ,69.5, ,38.1,K,52.6, ,83, ,25, ,51, ,34.2, ,3.6, ,51.2, 
240,Perris - Menifee,South Coast Valleys,Feb 2022,3.64, ,0.24, ,393,K,5.4, ,70.7, ,35.0, ,53.1, ,74, ,21, ,41, ,27.7, ,5.1,K,51.0,K
240,Perris - Menifee,South Coast Valleys,Mar 2022,5.32, ,0.84, ,499,K,8.0,K,75.0, ,42.8, ,58.7, ,82, ,23, ,48,K,37.6,K,5.4,K,56.2, 
240,Perris - Menifee,South Coast Valleys,Apr 2022,6.13,K,0.11, ,577,K,9.9,K,78.9, ,50.0,K,63.7,K,83, ,28, ,51,K,43.3,K,5.5, ,63.7,K
240,Perris - Menifee,South Coast Valleys,May 2022,7.15, ,0.00, ,630,K,11.8,K,82.4, ,53.1,K,66.7, ,84, ,31, ,53,K,47.9,K,5.7,K,67.0, 
240,Perris - Menifee,South Coast Valleys,Jun 2022,8.76, ,0.00, ,702,K,12.8,K,94.1, ,60.9,K,76.9, ,72, ,21, ,42,K,50.4,K,5.5,K,70.8, 
240,Perris - Menifee,South Coast Valleys,Jul 2022,8.99, ,0.00, ,678, ,14.7, ,96.4, ,65.7, ,79.8, ,71, ,23, ,43, ,54.5, ,5.3, ,74.5,K
240,Perris - Menifee,South Coast Valleys,Aug 2022,8.93, ,0.00, ,613, ,15.0, ,99.4, ,69.0, ,83.6, ,63, ,22, ,39, ,55.1, ,5.1, ,77.1,K
240,Perris - Menifee,South Coast Valleys,Sep 2022,6.04, ,0.37, ,473,K,16.3,K,94.7,K,65.6,K,79.1,K,75, ,27, ,49,K,57.2,K,4.5, ,76.3,K
240,Perris - Menifee,South Coast Valleys,Oct 2022,4.34, ,0.56,K,381, ,14.4,K,84.4, ,55.3, ,68.8, ,89, ,31, ,59,K,52.6,K,4.3,K,70.3,K
240,Perris - Menifee,South Coast Valleys,Nov 2022,3.00, ,0.78, ,289, ,6.8, ,69.5, ,39.3, ,53.8, ,78, ,25, ,48, ,32.6, ,4.8,K,61.4,K
240,Perris - Menifee,South Coast Valleys,Dec 2022,1.78, ,0.94,K,218, ,8.4,K,64.6, ,39.1, ,50.6, ,93, ,40, ,66,K,39.2,K,3.5, ,63.0,L
241,San Clemente,South Coast Valleys,Jan 2022,2.63, ,0.17, ,285,K,8.6, ,67.4, ,43.4, ,54.9, ,82, ,38, ,61, ,39.6, ,4.0, ,54.7, 
241,San Clemente,South Coast Valleys,Feb 2022,3.51,K,0.54,K,418,K,7.1, ,69.0,K,41.6,K,55.2,K,73, ,31, ,50,K,34.6,K,4.9,K,55.0, 
241,San Clemente,South Coast Valleys,Mar 2022,4.52,K,1.04,K,513,K,10.6,K,67.9,K,44.9, ,56.4,K,89,K,48,K,68,K,45.1,K,4.7,K,58.8, 
241,San Clemente,South Coast Valleys,Apr 2022,5.37,K,0.27,K,598,K,12.2, ,70.0,K,48.8,K,60.0,K,91,K,54,K,75,L,50.3,L,4.9,K,63.1, 
241,San Clemente,South Coast Valleys,May 2022,5.65,K,0.07,K,616,K,13.8,K,68.4, ,52.8,K,60.4, ,91, ,64, ,78,K,52.8,K,4.7,K,66.4, 
241,San Clemente,South Coast Valleys,Jun 2022,6.48, ,0.09,K,704,K,17.3, ,72.9, ,57.3,K,64.7, ,97, ,67, ,83, ,59.4, ,4.7,K,71.3, 
241,San Clemente,South Coast Valleys,Jul 2022,6.44, ,0.11,K,677,K,19.1, ,73.5,K,61.3, ,66.8, ,96, ,72, ,85, ,62.1, ,4.6,K,74.2, 
241,San Clemente,South Coast Valleys,Aug 2022,6.31, ,0.08,K,589,K,21.9,K,81.1, ,65.1, ,72.5,K,95,K,63,K,80,L,66.0,L,4.3,K,75.3,K
241,San Clemente,South Coast Valleys,Sep 2022,4.87,K,0.19, ,460, ,21.6,K,84.5,K,64.7,K,73.9,K,95,K,56,K,75,L,64.2,L,4.3,K,75.6, 
241,San Clemente,South Coast Valleys,Oct 2022,3.26,K,0.39, ,338, ,17.7,K,74.6, ,58.8,K,66.2,K,95, ,64, ,80,K,59.5,K,3.8, ,70.8, 
